iter	RMSE
467	31.70193436
468	31.70172895
469	31.70135465
470	31.69994282
471	31.699915
472	31.69693944
473	31.69034423
474	31.69027931
475	31.69005182
476	31.68511725
477	31.68503496
478	31.68449283
479	31.67990343
480	31.6787637
481	31.67707909
482	31.67247958
483	31.67083054
484	31.66462887
485	31.6635044
486	31.66131603
487	31.66124083
488	31.66108242
489	31.65884752
490	31.65673766
491	31.65539354
492	31.65404001
493	31.65042415
494	31.65022985
495	31.64433692
496	31.64338087
497	31.64210327
498	31.64119893
499	31.63916163
500	31.6385147
501	31.63842764
502	31.6364343
503	31.63366101
504	31.63359649
505	31.63312004
506	31.63123677
507	31.63017166
508	31.63012252
509	31.62926745
510	31.62756799
511	31.62754341
512	31.62607038
513	31.62591004
514	31.62467606
515	31.6243471
516	31.6210494
517	31.62025687
518	31.61663906
519	31.6154596
520	31.6139031
521	31.61384507
522	31.61379818
523	31.6130334
524	31.61044421
525	31.60922153
526	31.60917347
527	31.60900397
528	31.60897955
529	31.60892352
530	31.60750498
531	31.60160262
532	31.60024085
533	31.5995514
534	31.59950127
535	31.59946009
536	31.5979034
537	31.59682507
538	31.59679483
539	31.59675398
540	31.59152907
541	31.58984616
542	31.58886259
543	31.58868602
544	31.5875348
545	31.58636592
546	31.58477038
547	31.58466659
548	31.58354006
549	31.58299997
550	31.58247362
551	31.58222007
552	31.58211342
553	31.58146453
554	31.58002896
555	31.57994836
556	31.57649535
557	31.57615436
558	31.57611421
559	31.5760794
560	31.57603256
561	31.57552204
562	31.57416653
563	31.57413301
564	31.57351253
565	31.57121873
566	31.56907748
567	31.56886676
568	31.56688147
569	31.56553415
570	31.56440697
571	31.55954288
572	31.5586231
573	31.55769747
574	31.55274306
575	31.5527291
576	31.55197792
577	31.54765526
578	31.5472618
579	31.54633431
580	31.54586834
581	31.54583139
582	31.5446242
583	31.54350135
584	31.54345704
585	31.53922861
586	31.53906798
587	31.53903689
588	31.53900535
589	31.5382438
590	31.53821447
591	31.53705849
592	31.53704921
593	31.53590367
594	31.53542277
595	31.5348624
596	31.53483385
597	31.53478697
598	31.53076975
599	31.53000624
600	31.52891478
601	31.52648639
602	31.52565159
603	31.52551696
604	31.52474919
605	31.52471855
606	31.52467458
607	31.52354091
608	31.52270363
609	31.52224389
610	31.52152327
611	31.5214989
612	31.52048072
613	31.51851091
614	31.51743265
615	31.51711427
616	31.5170982
617	31.51708547
618	31.51706545
619	31.51704579
620	31.51703981
621	31.51701374
622	31.51624143
623	31.51517354
624	31.51135401
625	31.51034548
626	31.50951547
627	31.50949121
628	31.50853903
629	31.50655751
630	31.50594688
631	31.50537766
632	31.50471143
633	31.5042104
634	31.50363784
635	31.50326275
636	31.50300511
637	31.5020539
638	31.50204764
639	31.5015493
640	31.50011118
641	31.49968132
642	31.49867446
643	31.49627106
644	31.4958553
645	31.49222416
646	31.49221797
647	31.49065151
648	31.48910894
649	31.48905622
650	31.4890317
651	31.48835764
652	31.48699437
653	31.48641287
654	31.48607402
655	31.48580016
656	31.48532755
657	31.48437374
658	31.48436233
659	31.48404346
660	31.48149317
661	31.4805032
662	31.47661103
663	31.47647423
664	31.47623144
665	31.47610295
666	31.47609049
667	31.47606459
668	31.47236637
669	31.47233375
670	31.47219506
671	31.4719462
672	31.47081354
673	31.47034606
674	31.47012305
675	31.46659725
676	31.46562857
677	31.4648507
678	31.4648383
679	31.46402068
680	31.46318873
681	31.46231568
682	31.46231186
683	31.46230147
684	31.45912631
685	31.45909481
686	31.45815106
687	31.45705394
688	31.4559981
689	31.45588586
690	31.45460443
691	31.45368436
692	31.45366776
693	31.45358089
694	31.45021413
695	31.45020118
696	31.44868886
697	31.44835756
698	31.44834056
699	31.44730161
700	31.44728187
701	31.44493222
702	31.44424946
703	31.44325554
704	31.44285195
705	31.44220357
706	31.44186596
707	31.44185931
708	31.4387227
709	31.43806457
710	31.438021
711	31.43798451
712	31.43795034
713	31.43792554
714	31.43792025
715	31.43695493
716	31.43694022
717	31.43693242
718	31.43692477
719	31.43627816
720	31.43606609
721	31.43536099
722	31.43236989
723	31.43133376
724	31.43122197
725	31.43114259
726	31.42892333
727	31.42876683
728	31.42795998
729	31.42563257
730	31.42561649
731	31.42559147
732	31.42483243
733	31.42410289
734	31.42407028
735	31.42350969
736	31.42226106
737	31.42175931
738	31.42173916
739	31.4217288
740	31.42170671
741	31.42110682
742	31.41977082
743	31.41950555
744	31.41943251
745	31.41942251
746	31.41941629
747	31.41911218
748	31.41910133
749	31.41851617
750	31.41848597
751	31.41774657
752	31.41773288
753	31.41654912
754	31.41540292
755	31.41470685
756	31.41468588
757	31.41466859
758	31.4123614
759	31.41226145
760	31.4116999
761	31.41168775
762	31.41167794
763	31.41165792
764	31.41157796
765	31.41157419
766	31.41129306
767	31.41059052
768	31.40983556
769	31.40953692
770	31.4092471
771	31.40823635
772	31.40788624
773	31.40752385
774	31.40742582
775	31.40740897
776	31.40738323
777	31.40545757
778	31.40387824
779	31.40387506
780	31.40370648
781	31.40369605
782	31.40367943
783	31.40365431
784	31.40292271
785	31.40292059
786	31.40290686
787	31.40289148
788	31.40286465
789	31.40249422
790	31.4021651
791	31.40186726
792	31.39933939
793	31.39929809
794	31.39927735
795	31.39911616
796	31.39838832
797	31.39726027
798	31.39724077
799	31.39458647
800	31.39457461
801	31.39391494
802	31.39341093
803	31.39106478
804	31.39067949
805	31.39043456
806	31.39012963
807	31.38963733
808	31.38943222
809	31.3891751
810	31.38916484
811	31.38890281
812	31.38767413
813	31.38766609
814	31.38649281
815	31.38648467
816	31.38592774
817	31.3841289
818	31.38412404
819	31.38360341
820	31.38358677
821	31.38356707
822	31.38300339
823	31.38292394
824	31.3814258
825	31.3813636
826	31.38135257
827	31.38133771
828	31.38091599
829	31.3798449
830	31.37983247
831	31.37832077
832	31.37830131
833	31.37801343
834	31.37790203
835	31.37787552
836	31.37705328
837	31.37642873
838	31.37572519
839	31.37572371
840	31.37525526
841	31.37518669
842	31.37509472
843	31.37482999
844	31.37481048
845	31.37318314
846	31.37237531
847	31.37187433
848	31.3718674
849	31.37161809
850	31.37127677
851	31.37036349
852	31.37035397
853	31.37034169
854	31.37033284
855	31.37031916
856	31.3703048
857	31.36816491
858	31.36816024
859	31.36793726
860	31.36696749
861	31.36695474
862	31.36597795
863	31.36542029
864	31.36541629
865	31.3654082
866	31.36516175
867	31.3645654
868	31.36456228
869	31.36452904
870	31.36451881
871	31.3643015
872	31.36325702
873	31.36218039
874	31.36167089
875	31.36029144
876	31.36027849
877	31.36027112
878	31.35994025
879	31.35968117
880	31.35937073
881	31.35913961
882	31.35835895
883	31.35784128
884	31.35782738
885	31.35778807
886	31.35760344
887	31.3561069
888	31.35547837
889	31.35529983
890	31.35482707
891	31.35482373
892	31.35481225
893	31.35480124
894	31.3547025
895	31.35467764
896	31.35413919
897	31.3540694
898	31.35406899
899	31.35399646
900	31.35377481
901	31.35255401
902	31.35252969
903	31.35242903
904	31.35203038
905	31.35184843
906	31.35184422
907	31.35148576
908	31.35123328
909	31.35021156
910	31.35020556
911	31.35007262
912	31.34991787
913	31.34991491
914	31.34918748
915	31.34917746
916	31.34889636
917	31.34873956
918	31.34857487
919	31.34834018
920	31.34832919
921	31.34773885
922	31.34736243
923	31.34735406
924	31.34649467
925	31.34632923
926	31.34631471
927	31.34586821
928	31.34586721
929	31.34584106
930	31.34583126
931	31.34514745
932	31.34513375
933	31.34512311
934	31.34489382
935	31.3441492
936	31.3441445
937	31.34413849
938	31.34374948
939	31.34355401
940	31.34336774
941	31.34336483
942	31.34336232
943	31.34188561
944	31.33965593
945	31.33965116
946	31.33953
947	31.33922037
948	31.33916303
949	31.33910921
950	31.3384202
951	31.33840824
952	31.33812041
953	31.33810581
954	31.33774977
955	31.33688931
956	31.33687764
957	31.33668935
958	31.33619379
959	31.33601001
960	31.33590873
961	31.33543147
962	31.33542947
963	31.33535744
964	31.33499653
965	31.33352686
966	31.3334081
967	31.33334533
968	31.33333954
969	31.33333345
970	31.33320399
971	31.33319947
972	31.33194513
973	31.33194415
974	31.33193342
975	31.3319304
976	31.33169325
977	31.33168846
978	31.33168507
979	31.33159019
980	31.33121548
981	31.33119598
982	31.33074207
983	31.33072259
984	31.33029507
985	31.33028942
986	31.33028475
987	31.33019682
988	31.32983979
989	31.32868064
990	31.32852392
991	31.32835121
992	31.32834478
993	31.32790371
994	31.3278915
995	31.32748644
996	31.32748164
997	31.32681444
998	31.32681153
999	31.32585763
